raw_text,aspectTerms
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...","[{'term': 'bread', 'polarity': 'negative'}, {'term': 'appetizer', 'polarity': 'neutral'}, {'term': 'glass of wine', 'polarity': 'neutral'}, {'term': 'main course', 'polarity': 'neutral'}]"
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!","[{'term': 'neighborhood', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
"In an area sadly lacking in decent Thai food, this is one of the best spots.","[{'term': 'Thai food', 'polarity': 'positive'}]"
Tell them Herky sent you and get a free confused look from the waiter.,"[{'term': 'waiter', 'polarity': 'negative'}]"
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,"[{'term': 'hosting staff', 'polarity': 'negative'}, {'term': 'reservations', 'polarity': 'negative'}, {'term': 'reservation', 'polarity': 'neutral'}, {'term': 'seating', 'polarity': 'negative'}]"
The food was average or above including some surprising tasty dishes.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}]"
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,"[{'term': 'specials', 'polarity': 'negative'}, {'term': 'ingredients', 'polarity': 'negative'}, {'term': 'thai', 'polarity': 'neutral'}]"
Other apetizers and food,"[{'term': 'apetizers', 'polarity': 'neutral'}, {'term': 'food', 'polarity': 'neutral'}]"
The noodle and rices dishes taste great.,"[{'term': 'noodle and rices dishes', 'polarity': 'positive'}]"
The food's as good as ever.,"[{'term': 'food', 'polarity': 'positive'}]"
"The crust is thin, the ingredients are fresh and the staff is friendly.","[{'term': 'crust', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}, {'term': 'ingredients', 'polarity': 'positive'}]"
Your friends will thank you for introducing them to this gem!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Also a little more expensive than your average bagel place.,"[{'term': 'bagel', 'polarity': 'neutral'}]"
"the food was undercooked-the sauce watery, and the vegetables raw.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'vegetables', 'polarity': 'negative'}, {'term': 'sauce', 'polarity': 'negative'}]"
And the fried clams had just enough kick to them to make 'em worth eating.,"[{'term': 'fried clams', 'polarity': 'positive'}]"
The sauces used are also not that exciting.,"[{'term': 'sauces', 'polarity': 'negative'}]"
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,"[{'term': 'lunch menu', 'polarity': 'positive'}, {'term': 'appetizer', 'polarity': 'positive'}, {'term': 'entree', 'polarity': 'positive'}]"
I absolutely love this place!!!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The rice was poor quality and was cooked so badly it was hard.,"[{'term': 'rice', 'polarity': 'negative'}, {'term': 'quality', 'polarity': 'negative'}, {'term': 'cooked', 'polarity': 'negative'}]"
We had champagne and caviar and felt like princesses!,"[{'term': 'champagne', 'polarity': 'positive'}, {'term': 'caviar', 'polarity': 'positive'}]"
The shrimp scampi was excellent and the antipasti were plentiful.,"[{'term': 'shrimp scampi', 'polarity': 'positive'}, {'term': 'antipasti', 'polarity': 'positive'}]"
I am surprised to say the least and find such practice not worth the effort.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.","[{'term': 'dessert', 'polarity': 'neutral'}, {'term': 'waiter', 'polarity': 'positive'}]"
"I got the $10 10-piece dim sum combo, every bite of which was great.","[{'term': 'dim sum combo', 'polarity': 'positive'}]"
There are other Vietnamese restaurants in the chinatown area and you can forget about those.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
There is also very limited seating and there can be a substantial wait in getting food at peak times.,"[{'term': 'seating', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'neutral'}, {'term': 'wait', 'polarity': 'negative'}]"
"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!","[{'term': 'martini', 'polarity': 'neutral'}, {'term': 'bar', 'polarity': 'neutral'}, {'term': 'Roast Chicken', 'polarity': 'positive'}]"
No thanks!!!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.","[{'term': 'table', 'polarity': 'neutral'}, {'term': 'insde table', 'polarity': 'positive'}, {'term': 'wait', 'polarity': 'negative'}]"
I would definently recommend this restaurant.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The prices are wonderfully low.,"[{'term': 'prices', 'polarity': 'positive'}]"
If you like spicy food get the chicken vindaloo.,"[{'term': 'chicken vindaloo', 'polarity': 'neutral'}, {'term': 'spicy food', 'polarity': 'neutral'}]"
I lOVE THIS PLACE!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,"[{'term': 'lunch specials', 'polarity': 'positive'}]"
"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.","[{'term': 'bar food', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'positive'}, {'term': 'hand-crafted beers', 'polarity': 'positive'}]"
"A big disappointment, all around.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
And its absolutely DELICIOUS.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
No free drink.,"[{'term': 'drink', 'polarity': 'neutral'}]"
I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
This is my first time writing a review for a restaurant because the food and service was excellent.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
Definitely Highly NOT recommended.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.","[{'term': 'capex', 'polarity': 'positive'}, {'term': 'bagels', 'polarity': 'neutral'}]"
I had a huge group for my birthday and we were well taken care of.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The two star chefs left quite some time ago to open their own place.,"[{'term': 'chefs', 'polarity': 'neutral'}]"
Don't waste money on decor.,"[{'term': 'decor', 'polarity': 'neutral'}]"
They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,"[{'term': 'back garden', 'polarity': 'positive'}, {'term': 'outdoor seating', 'polarity': 'positive'}]"
"go to any corned indian restaurant, and the little india strip along east 6 st rules supreme!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
I have never before eaten 40 pieces of relatively good nigiri.,"[{'term': 'nigiri', 'polarity': 'neutral'}]"
"Given the incredible architecture surrounding it, this place has no character.","[{'term': 'architecture', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'negative'}]"
I'd call it an 'italian dinner'.,"[{'term': 'dinner', 'polarity': 'neutral'}]"
my first time here was with my gf for our 12 month anniversary.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.","[{'term': 'drinks', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'negative'}]"
I have walked by this place for eons and finally went thanks to a girls' night.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Have frequented 'ino for several years and the food remains excellent.,"[{'term': 'food', 'polarity': 'positive'}]"
"Their eggplant is so delicate, sweet tender!","[{'term': 'eggplant', 'polarity': 'positive'}]"
I pray it stays open forever.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Each bite of food at Kai was indeed delicious, fresh, and elegant.","[{'term': 'food', 'polarity': 'positive'}]"
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'quality of food', 'polarity': 'positive'}, {'term': 'priced', 'polarity': 'neutral'}]"
"If you want to save some money, don't go here.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
My friend got the mushroom pizza which tasted better.,"[{'term': 'mushroom pizza', 'polarity': 'positive'}]"
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).","[{'term': 'cod with paella', 'polarity': 'negative'}, {'term': 'fish and chips', 'polarity': 'negative'}, {'term': 'serving', 'polarity': 'negative'}, {'term': 'fish', 'polarity': 'neutral'}, {'term': 'fries', 'polarity': 'neutral'}]"
"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.","[{'term': 'place', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}]"
This is the first time Citysearch did't call it right.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
You should pass on the calamari.,"[{'term': 'calamari', 'polarity': 'negative'}]"
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.","[{'term': 'porcini mushroom pasta special', 'polarity': 'negative'}, {'term': 'seafood tagliatelle', 'polarity': 'negative'}]"
Try the spicy wontons and the salt pepper shrimps.,"[{'term': 'spicy wontons', 'polarity': 'positive'}, {'term': 'salt pepper shrimps', 'polarity': 'positive'}]"
THE FOOD PORTIONS ARE REALLY LARGE.,"[{'term': 'FOOD PORTIONS', 'polarity': 'positive'}]"
The fries are yummy.,"[{'term': 'fries', 'polarity': 'positive'}]"
"Friendly and informative staff, very attentive and prompt raw bar service.","[{'term': 'staff', 'polarity': 'positive'}, {'term': 'bar service', 'polarity': 'positive'}]"
Best Taiwanese food in NY!,"[{'term': 'Taiwanese food', 'polarity': 'positive'}]"
I have eaten at many pizza places around NYC and this is hands down the worst.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
This place is a great stop for great food.,"[{'term': 'food', 'polarity': 'positive'}]"
All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,"[{'term': 'pastas', 'polarity': 'positive'}, {'term': 'homemade lasagna', 'polarity': 'positive'}]"
What for?,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Fantastic!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"they were dry and disgusting, i didn't even finish my first piece.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
HIGHLY RECOMMENDED for a first date.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.","[{'term': 'dessert menu', 'polarity': 'neutral'}, {'term': 'tip', 'polarity': 'positive'}]"
And the prices were way to high for what you get.,"[{'term': 'prices', 'polarity': 'negative'}]"
"But people from Sichuan will die for it)  - Chongqing Hot Pot, chongqing was the biggest city of Sichuan, now became an independent province.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Skip Baroanda down the street (Eurotrashy, snooty and expensive) and check this place out!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Skip this location and go to the one in Soho.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The staff ignored my friends and I the entire time we were there.,"[{'term': 'staff', 'polarity': 'negative'}]"
"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.","[{'term': 'service', 'polarity': 'negative'}]"
"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.","[{'term': 'music', 'polarity': 'positive'}, {'term': 'in-house lady DJ', 'polarity': 'positive'}]"
"I need at least three rolls to be full, and that's at least $14.00!","[{'term': 'rolls', 'polarity': 'neutral'}]"
Anyone who ever dined at a thai restaurant is in for a huge disappointment.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"All of it was simply amazing, unique and tasty and best of all it didn't break the bank.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
